0.000000000000000000e+00,4.123105625617660586e+00
0.000000000000000000e+00,3.605551275463989125e+00
0.000000000000000000e+00,2.828427124746190291e+00
0.000000000000000000e+00,1.228820572744450779e+01
0.000000000000000000e+00,5.567764362830021518e+00
0.000000000000000000e+00,1.414213562373095145e+00
0.000000000000000000e+00,6.557438524302000360e+00
0.000000000000000000e+00,3.316624790355399810e+00
0.000000000000000000e+00,4.123105625617660586e+00
0.000000000000000000e+00,5.291502622129181432e+00
0.000000000000000000e+00,1.122497216032182443e+01
0.000000000000000000e+00,7.280109889280518054e+00
0.000000000000000000e+00,7.141428428542849538e+00
0.000000000000000000e+00,5.291502622129181432e+00
0.000000000000000000e+00,7.141428428542849538e+00
0.000000000000000000e+00,8.944271909999159220e+00
0.000000000000000000e+00,2.000000000000000000e+00
0.000000000000000000e+00,2.236067977499789805e+00
0.000000000000000000e+00,7.810249675906653977e+00
0.000000000000000000e+00,5.830951894845300743e+00
0.000000000000000000e+00,6.403124237432848531e+00
0.000000000000000000e+00,3.162277660168379523e+00
0.000000000000000000e+00,4.582575694955839829e+00
0.000000000000000000e+00,7.745966692414834043e+00
0.000000000000000000e+00,5.291502622129181432e+00
0.000000000000000000e+00,5.567764362830021518e+00
0.000000000000000000e+00,1.363818169698585514e+01
0.000000000000000000e+00,4.582575694955839829e+00
0.000000000000000000e+00,6.082762530298219339e+00
0.000000000000000000e+00,9.949874371066199430e+00
0.000000000000000000e+00,2.000000000000000000e+00
0.000000000000000000e+00,6.782329983125268136e+00
0.000000000000000000e+00,4.472135954999579610e+00
0.000000000000000000e+00,5.385164807134503739e+00
0.000000000000000000e+00,6.324555320336759046e+00
0.000000000000000000e+00,8.124038404635960831e+00
0.000000000000000000e+00,5.196152422706632024e+00
0.000000000000000000e+00,2.449489742783177881e+00
0.000000000000000000e+00,4.690415759823429731e+00
0.000000000000000000e+00,7.937253933193772149e+00
0.000000000000000000e+00,1.732050807568877193e+00
0.000000000000000000e+00,1.414213562373095145e+00
0.000000000000000000e+00,5.196152422706632024e+00
0.000000000000000000e+00,1.732050807568877193e+00
0.000000000000000000e+00,9.486832980505138124e+00
0.000000000000000000e+00,7.071067811865475505e+00
0.000000000000000000e+00,2.449489742783177881e+00
0.000000000000000000e+00,6.782329983125268136e+00
0.000000000000000000e+00,3.162277660168379523e+00
0.000000000000000000e+00,7.937253933193772149e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00
0.000000000000000000e+00,6.082762530298219339e+00
0.000000000000000000e+00,5.567764362830021518e+00
0.000000000000000000e+00,6.557438524302000360e+00
0.000000000000000000e+00,3.741657386773941329e+00
0.000000000000000000e+00,2.449489742783177881e+00
0.000000000000000000e+00,8.246211251235321171e+00
0.000000000000000000e+00,1.144552314225959755e+01
0.000000000000000000e+00,7.549834435270749822e+00
0.000000000000000000e+00,6.000000000000000000e+00
0.000000000000000000e+00,7.348469228349534532e+00
0.000000000000000000e+00,1.228820572744450779e+01
0.000000000000000000e+00,1.356465996625053627e+01
0.000000000000000000e+00,5.099019513592784492e+00
0.000000000000000000e+00,3.741657386773941329e+00
0.000000000000000000e+00,2.662705391138869615e+01
0.000000000000000000e+00,3.162277660168379523e+00
0.000000000000000000e+00,5.744562646538028616e+00
0.000000000000000000e+00,4.123105625617660586e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00
0.000000000000000000e+00,2.645751311064590716e+00
0.000000000000000000e+00,6.557438524302000360e+00
0.000000000000000000e+00,3.741657386773941329e+00
0.000000000000000000e+00,5.916079783099616130e+00
0.000000000000000000e+00,2.236067977499789805e+00
0.000000000000000000e+00,6.633249580710799620e+00
0.000000000000000000e+00,5.567764362830021518e+00
0.000000000000000000e+00,6.855654600401043908e+00
0.000000000000000000e+00,8.944271909999159220e+00
0.000000000000000000e+00,5.000000000000000000e+00
0.000000000000000000e+00,6.557438524302000360e+00
0.000000000000000000e+00,6.000000000000000000e+00
0.000000000000000000e+00,6.164414002968976014e+00
0.000000000000000000e+00,2.828427124746190291e+00
0.000000000000000000e+00,9.539392014169456147e+00
0.000000000000000000e+00,4.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00
0.000000000000000000e+00,7.615773105863908654e+00
0.000000000000000000e+00,8.602325267042626677e+00
0.000000000000000000e+00,5.099019513592784492e+00
0.000000000000000000e+00,4.472135954999579610e+00
0.000000000000000000e+00,1.029563014098700080e+01
0.000000000000000000e+00,7.071067811865475505e+00
0.000000000000000000e+00,1.157583690279022548e+01
0.000000000000000000e+00,6.928203230275508773e+00
0.000000000000000000e+00,5.744562646538028616e+00
0.000000000000000000e+00,4.898979485566355763e+00
0.000000000000000000e+00,5.744562646538028616e+00
